movie_id,title,overview,runtime,Director,Actor_1,Actor_2,Actor_3,budget,revenue,original_language,release_date,genre_1,genre_2,genre_3,genre_4,genre_5,Country_1,Country_2,Country_3,Country_4,Country_5,vote_average,vote_count
9548,The Adventures of Ford Fairlane,"Ford ""Mr. Rock n' Roll Detective"" Fairlane is experiencing problems, and it's not with the opposite sex. One of them is that all the rock stars pay him with drum sticks, koala bears, food processors and bicycle shorts. Another one of them is that all his employers that want him to find a girl named Zuzu Petals get killed. Why didn't he become a fisherman's detective instead?",104.0,Renny Harlin,Andrew Dice Clay,Wayne Newton,Priscilla Presley,49000000,20423389,English,1990-07-11,Action,Comedy,Thriller,Crime,Mystery,United States of America,,,,,6.2,71
1900,Traffic,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",147.0,Steven Soderbergh,Michael Douglas,Benicio del Toro,Jacob Vargas,48000000,207515725,English,2000-12-27,Thriller,Drama,Crime,,,Germany,United States of America,,,,6.9,562
89,Indiana Jones and the Last Crusade,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",127.0,Steven Spielberg,Harrison Ford,Sean Connery,Denholm Elliott,48000000,474171806,English,1989-05-24,Adventure,Action,,,,United States of America,,,,,7.6,3152
1389,Out of Sight,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law. Variety hails Out of Sight as ""a sly, sexy, vastly entertaining film.""",123.0,Steven Soderbergh,George Clooney,Jennifer Lopez,Ving Rhames,48000000,77745568,English,1998-06-26,Romance,Comedy,Crime,,,United States of America,,,,,6.5,333
12412,Miracle at St. Anna,"Miracle at St. Anna chronicles the story of four American soldiers who are members of the all-black 92nd ""Buffalo Soldier"" Division stationed in Tuscany, Italy during World War II.",160.0,Spike Lee,Derek Luke,Michael Ealy,Laz Alonso,45000000,9323833,English,2008-09-15,Drama,War,,,,Italy,United States of America,,,,6.3,90
12279,Spy Kids 3-D: Game Over,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",84.0,Robert Rodriguez,Antonio Banderas,Carla Gugino,Alexa PenaVega,38000000,197011982,English,2003-07-25,Action,Adventure,Comedy,Family,Science Fiction,United States of America,,,,,4.7,511
187,Sin City,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",124.0,Robert Rodriguez,Jessica Alba,Devon Aoki,Clive Owen,40000000,158733820,English,2005-04-01,Action,Thriller,Crime,,,United States of America,,,,,7.2,2691
296098,Bridge of Spies,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",141.0,Steven Spielberg,Tom Hanks,Mark Rylance,Amy Ryan,40000000,165478348,English,2015-10-15,Thriller,Drama,,,,India,United States of America,Germany,,,7.2,2583
209451,Jersey Boys,"From director Clint Eastwood comes the big-screen version of the Tony Award-winning musical Jersey Boys. The film tells the story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons. The story of their trials and triumphs are accompanied by the songs that influenced a generation, including “Sherry,” “Big Girls Don’t Cry,” “Walk Like a Man,” “Rag Doll,” and many more.",134.0,Clint Eastwood,Christopher Walken,Vincent Piazza,Freya Tingley,40000000,67347013,English,2014-06-05,Music,Drama,,,,United States of America,,,,,6.8,255
11831,Amistad,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.",155.0,Steven Spielberg,Morgan Freeman,Nigel Hawthorne,Anthony Hopkins,36000000,74000000,English,1997-12-03,Drama,History,Mystery,,,United States of America,,,,,6.8,316
203,Mean Streets,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",110.0,Martin Scorsese,Harvey Keitel,Robert De Niro,David Proval,500000,3000000,English,1973-10-02,Drama,Crime,,,,United States of America,,,,,7.2,345
62214,Frankenweenie,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",87.0,Tim Burton,Charlie Tahan,Catherine O'Hara,Martin Short,39000000,35287788,English,2012-10-04,Animation,Comedy,Family,,,United States of America,,,,,6.6,932
9488,Spy Kids 2: The Island of Lost Dreams,"Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.",100.0,Robert Rodriguez,Antonio Banderas,Carla Gugino,Alexa PenaVega,38000000,119723358,English,2002-08-07,Action,Adventure,Family,,,United States of America,,,,,5.3,521
10534,White Squall,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,129.0,Ridley Scott,Jeff Bridges,Caroline Goodall,John Savage,38000000,10300000,English,1996-02-02,Action,Drama,,,,United States of America,,,,,6.3,86
268,Batman,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",126.0,Tim Burton,Jack Nicholson,Michael Keaton,Kim Basinger,35000000,411348924,English,1989-06-23,Fantasy,Action,,,,United Kingdom,United States of America,,,,7.0,2096
268,Batman,The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,105.0,Tim Burton,Jack Nicholson,Michael Keaton,Kim Basinger,1377800,0,English,1966-07-30,Family,Adventure,Comedy,Science Fiction,Crime,United States of America,,,,,6.1,203
10054,Spy Kids,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",88.0,Robert Rodriguez,Alexa PenaVega,Daryl Sabara,Antonio Banderas,35000000,147934180,English,2001-03-18,Action,Comedy,Family,Adventure,,United States of America,,,,,5.5,867
1598,Cape Fear,"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, bible-quoting, psychotic rapist. What do they have in common? Fourteen years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey, bibliophile Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",128.0,Martin Scorsese,Robert De Niro,Nick Nolte,Jessica Lange,35000000,182300000,English,1991-11-15,Crime,Thriller,,,,United States of America,,,,,7.0,675
1883,Malcolm X,The biopic of the controversial and influential Black Nationalist leader.,202.0,Spike Lee,Denzel Washington,Angela Bassett,Albert Hall,34000000,48169908,English,1992-11-18,Drama,History,,,,United States of America,,,,,7.2,370
88794,J. Edgar,"As the face of law enforcement in America for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career and his life.",137.0,Clint Eastwood,Leonardo DiCaprio,Josh Hamilton,Geoff Pierson,35000000,84606030,English,2011-11-09,Drama,Crime,History,,,United States of America,,,,,6.0,741
8197,Midnight in the Garden of Good and Evil,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",155.0,Clint Eastwood,John Cusack,Kevin Spacey,Jude Law,35000000,25105255,English,1997-11-21,Crime,Drama,Mystery,Thriller,,United States of America,,,,,6.3,157
9726,A Good Year,"Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers.",118.0,Ridley Scott,Russell Crowe,Marion Cotillard,Albert Finney,35000000,42064105,English,2006-09-09,Comedy,Drama,Romance,,,United States of America,,,,,6.5,357
10436,The Age of Innocence,"Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",139.0,Martin Scorsese,Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder,34000000,32255440,English,1993-09-17,Drama,Romance,,,,United States of America,,,,,7.0,169
11519,1941,"It's been six days since the attack on Pearl Harbor. Panic grips California, supposedly the next target of the Japanese forces. Everywhere in California, people are suffering from war nerves. Chaos erupts all over the state. An Army Air Corps Captain, a civilian with a deranged sense of Nationalism, civilian defenders, and a Motor Pool crew all end up chasing a Japanese sub planning to attack LA.",113.0,Steven Spielberg,Dan Aykroyd,Ned Beatty,John Belushi,35000000,31755742,English,1979-12-13,Action,Comedy,,,,United States of America,,,,,5.6,143
8649,Bringing Out the Dead,"48 hours in the life of a burnt-out paramedic. Once called Father Frank for his efforts to rescue lives, Frank sees the ghosts of those he failed to save around every turn. He has tried everything he can to get fired, calling in sick, delaying taking calls where he might have to face one more victim he couldn't help, yet cannot quit the job on his own.",121.0,Martin Scorsese,Nicolas Cage,Patricia Arquette,John Goodman,32000000,0,English,1999-10-22,Drama,,,,,United States of America,,,,,6.6,225
182,The Good German,An American journalist played by George Clooney arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover played by Cate Blanchett.,108.0,Steven Soderbergh,George Clooney,Cate Blanchett,Tobey Maguire,32000000,5914908,English,2006-12-08,War,Crime,Drama,Mystery,Romance,United States of America,,,,,5.9,86
322,Mystic River,"A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.",138.0,Clint Eastwood,Sean Penn,Tim Robbins,Kevin Bacon,25000000,156822020,English,2003-10-07,Thriller,Crime,Drama,Mystery,,United States of America,,,,,7.6,1422
70,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",132.0,Clint Eastwood,Clint Eastwood,Hilary Swank,Morgan Freeman,30000000,216763646,English,2004-12-15,Drama,,,,,United States of America,,,,,7.7,2439
59436,Midnight in Paris,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,94.0,Woody Allen,Owen Wilson,Rachel McAdams,Kurt Fuller,30000000,151119219,English,2011-05-11,Fantasy,Comedy,Romance,,,Spain,United States of America,,,,7.4,1990
4105,Black Rain,"Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. In Japan, however, he manages to escape. As they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game the Japanese way.",125.0,Ridley Scott,Michael Douglas,Andy García,Kate Capshaw,30000000,45892212,English,1989-09-22,Action,Thriller,Crime,,,United States of America,,,,,6.2,243
3933,Corpse Bride,"Set in a 19th-century european village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",77.0,Tim Burton,Johnny Depp,Helena Bonham Carter,Emily Watson,40000000,117195061,English,2005-09-09,Romance,Fantasy,Animation,Music,,United States of America,,,,,7.2,1894
109421,Side Effects,A woman turns to prescription medication as a way of handling her anxiety concerning her husband's upcoming release from prison.,106.0,Steven Soderbergh,Jude Law,Rooney Mara,Catherine Zeta-Jones,30000000,63372757,English,2013-02-07,Thriller,Crime,Drama,,,United States of America,,,,,6.4,1323
87,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",118.0,Steven Spielberg,Harrison Ford,Kate Capshaw,Jonathan Ke Quan,28000000,333000000,English,1984-05-23,Adventure,Action,,,,United States of America,,,,,7.1,2781
1428,Once Upon a Time in Mexico,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",102.0,Robert Rodriguez,Antonio Banderas,Salma Hayek,Johnny Depp,29000000,98185582,English,2003-09-11,Action,,,,,United States of America,,,,,6.2,594
78,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",117.0,Ridley Scott,Harrison Ford,Rutger Hauer,Sean Young,28000000,33139618,English,1982-06-25,Science Fiction,Drama,Thriller,,,United States of America,Hong Kong,United Kingdom,,,7.9,3509
9746,Kundun,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.",134.0,Martin Scorsese,Tenzin Thuthob Tsarong,Tencho Gyalpo,Tsewang Migyur Khangsar,28000000,5684789,English,1997-12-25,Drama,,,,,United States of America,,,,,6.8,91
56288,Spy Kids: All the Time in the World,"Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. A retired spy Marissa (Jessica Alba) is thrown back into the action along with her stepchildren when a maniacal Timekeeper (Jeremy Piven) attempts to take over the world. In order to save the world, Rebecca (Rowan Blanchard) and Cecil (Mason Cook) must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them.",89.0,Robert Rodriguez,Jessica Alba,Mason Cook,Rowan Blanchard,27000000,85564310,English,2011-08-18,Family,Comedy,Action,,,United States of America,,,,,4.4,222
16617,Mindhunters,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.,106.0,Renny Harlin,LL Cool J,Jonny Lee Miller,Kathryn Morris,27000000,21148829,English,2004-05-07,Mystery,Thriller,Crime,,,Finland,Netherlands,United Kingdom,United States of America,,6.3,333
2779,The Curse of the Jade Scorpion,"CW Briggs is a veteran insurance investigator, with many successes. Betty Ann Fitzgerald is a new employee in the company he works for, with the task of reorganizing the office. They don't like each other - or at least that's what they think. During a night out with the rest of the office employees, they go to watch Voltan, a magician who secretly hypnotizes both of them.",103.0,Woody Allen,Dan Aykroyd,Helen Hunt,Woody Allen,0,0,English,2001-08-05,Comedy,Crime,Mystery,Romance,Thriller,Germany,United States of America,,,,6.5,165
13223,Gran Torino,"Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",116.0,Clint Eastwood,Clint Eastwood,Christopher Carley,Bee Vang,33000000,269958228,English,2008-12-09,Drama,,,,,United States of America,Germany,,,,7.8,3086
424,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,195.0,Steven Spielberg,Liam Neeson,Ben Kingsley,Ralph Fiennes,22000000,321365567,English,1993-11-29,Drama,History,War,,,United States of America,,,,,8.3,4329
769,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",145.0,Martin Scorsese,Robert De Niro,Ray Liotta,Joe Pesci,25000000,46836394,English,1990-09-12,Drama,Crime,,,,United States of America,,,,,8.2,3128
9469,He Got Game,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,136.0,Spike Lee,Denzel Washington,Ray Allen,Milla Jovovich,25000000,21567853,English,1998-05-01,Drama,,,,,United States of America,,,,,6.7,134
109091,The Counselor,A rich and successful lawyer named Counselor is about to get married to his fiancée but soon meets up with the middle-man known as Westray who tells him his drug trafficking plan has taken a horrible twist and now he must protect himself and his soon bride-to-be lover as the truth of the drug business uncovers and targets become chosen.,117.0,Ridley Scott,Michael Fassbender,Cameron Diaz,Javier Bardem,25000000,71009334,English,2013-10-25,Thriller,Crime,Drama,,,United Kingdom,United States of America,,,,5.0,712
70435,Haywire,"Mallory Kane is a highly trained operative who works for a government security contractor in the dirtiest, most dangerous corners of the world. After successfully freeing a Chinese journalist held hostage, she is double crossed and left for dead by someone close to her in her own agency. Suddenly the target of skilled assassins who know her every move, Mallory must find the truth in order to stay alive.",93.0,Steven Soderbergh,Gina Carano,Ewan McGregor,Michael Fassbender,23000000,33372606,English,2011-11-06,Action,Thriller,,,,Ireland,United States of America,,,,5.6,505
688,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,135.0,Clint Eastwood,Meryl Streep,Clint Eastwood,Annie Corley,24000000,182016617,English,1995-05-28,Drama,Romance,,,,United States of America,,,,,7.3,385
11323,The Informant!,"A rising star at agri-industry giant Archer Daniels Midland (ADM), Mark Whitacre suddenly turns whistleblower. Even as he exposes his company’s multi-national price-fixing conspiracy to the FBI, Whitacre envisions himself being hailed as a hero of the common man and handed a promotion.",108.0,Steven Soderbergh,Matt Damon,Scott Bakula,Joel McHale,22000000,35424826,English,2009-09-18,Drama,Comedy,Crime,,,United States of America,,,,,6.0,301
10279,Summer of Sam,"Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American South Bronx neighborhood who live in fear and distrust of one another.",142.0,Spike Lee,John Leguizamo,Adrien Brody,Mira Sorvino,0,0,English,1999-07-02,Thriller,Drama,Crime,Romance,,United States of America,,,,,6.3,112
81836,To Rome with Love,"Four tales unfold in the Eternal City: While vacationing in Rome, architect John encounters a young man whose romantic woes remind him of a painful incident from his own youth; retired opera director Jerry discovers a mortician with an amazing voice, and he seizes the opportunity to rejuvenate his own flagging career; a young couple have separate romantic interludes; a spotlight shines on an ordinary man.",111.0,Woody Allen,Ellen Page,Woody Allen,Jesse Eisenberg,17000000,73244881,English,2012-04-20,Romance,Comedy,,,,Italy,Spain,United States of America,,,5.6,546
10724,Firefox,"The Soviets have developed a revolutionary new jet fighter, called ""Firefox"". Naturally, the British are worried that the jet will be used as a first-strike weapon, as rumours say that the jet is indetectable on radar. They send ex-Vietnam War pilot Mitchell Gant on a covert mission into the Soviet Union to steal Firefox.",136.0,Clint Eastwood,Clint Eastwood,Freddie Jones,David Huffman,18000000,70687344,English,1982-06-13,Science Fiction,Action,Adventure,Thriller,,United States of America,,,,,5.5,139
85,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",115.0,Steven Spielberg,Harrison Ford,Karen Allen,Paul Freeman,18000000,389925971,English,1981-06-12,Adventure,Action,,,,United States of America,,,,,7.7,3854
840,Close Encounters of the Third Kind,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",135.0,Steven Spielberg,Richard Dreyfuss,François Truffaut,Teri Garr,20000000,303788635,English,1977-11-16,Science Fiction,Drama,,,,United States of America,,,,,7.2,1098
162,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,105.0,Tim Burton,Johnny Depp,Winona Ryder,Dianne Wiest,20000000,53000000,English,1990-12-05,Fantasy,Drama,Romance,,,United States of America,,,,,7.5,3601
9954,The Covenant,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,97.0,Renny Harlin,Steven Strait,Laura Ramsey,Jessica Lucas,20000000,37597471,English,2006-09-08,Action,Adventure,Fantasy,Horror,Science Fiction,United States of America,,,,,5.2,288
25132,Shorts,"A young boy's discovery of a colorful, wish-granting rock causes chaos in the suburban town of Black Falls when jealous kids and scheming adults alike set out to get their hands on it.",89.0,Robert Rodriguez,Jimmy Bennett,Kat Dennings,Jolie Vanier,40000000,28972508,English,2009-08-21,Comedy,Family,,,,United Arab Emirates,United States of America,,,,5.1,44
755,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",108.0,Robert Rodriguez,George Clooney,Quentin Tarantino,Harvey Keitel,19000000,25836616,English,1996-01-19,Horror,Action,Thriller,Crime,,United States of America,,,,,6.9,1603
11382,Bullets Over Broadway,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.",98.0,Woody Allen,John Cusack,Dianne Wiest,Jennifer Tilly,0,0,English,1994-10-14,Action,Comedy,Thriller,,,United States of America,,,,,7.0,130
17134,12 Rounds,"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die.",108.0,Renny Harlin,John Cena,Aidan Gillen,Ashley Scott,20000000,17280326,English,2009-03-19,Action,Adventure,Drama,Thriller,,United States of America,,,,,5.7,220
2639,Deconstructing Harry,"This film tells the story of a successful writer called Harry Block, played by Allen himself, who draws inspiration from people he knows in real-life, and from events that happened to him, sometimes causing these people to become alienated from him as a result.",96.0,Woody Allen,Woody Allen,Kirstie Alley,Billy Crystal,20000000,10686841,English,1997-08-26,Comedy,Drama,,,,United States of America,,,,,7.3,187
9716,Everyone Says I Love You,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,101.0,Woody Allen,Drew Barrymore,Diva Gray,Natasha Lyonne,20000000,0,English,1996-12-06,Music,Comedy,Romance,,,United States of America,,,,,6.5,147
106747,Machete Kills,Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,107.0,Robert Rodriguez,Danny Trejo,Mel Gibson,Amber Heard,12000000,15008161,English,2013-09-12,Action,Crime,Thriller,,,United States of America,,,,,5.3,631
160588,Blue Jasmine,"Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.",98.0,Woody Allen,Cate Blanchett,Alec Baldwin,Sally Hawkins,18000000,99206215,English,2013-07-25,Comedy,Drama,,,,United States of America,,,,,7.0,1098
1578,Raging Bull,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",129.0,Martin Scorsese,Robert De Niro,Joe Pesci,Cathy Moriarty,18000000,23000000,English,1980-11-14,Drama,,,,,United States of America,,,,,7.7,938
10569,Small Time Crooks,A loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success.,94.0,Woody Allen,Woody Allen,Carolyn Saxon,Tracey Ullman,0,0,English,2000-05-19,Action,Comedy,Crime,,,United States of America,,,,,6.4,155
522,Ed Wood,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",127.0,Tim Burton,Johnny Depp,Martin Landau,Sarah Jessica Parker,18000000,5887457,English,1994-09-27,Comedy,Drama,History,,,United States of America,,,,,7.3,630
10739,Anything Else,"Jerry Falk, an aspiring writer in New York, falls in love at first sight with a free-spirited young woman named Amanda  He has heard the phrase that life is like ""anything else,"" but soon he finds that life with the unpredictable Amanda isn't like anything else at all.",108.0,Woody Allen,Woody Allen,Jason Biggs,Christina Ricci,0,0,English,2003-08-27,Comedy,Romance,,,,United Kingdom,Netherlands,France,,,6.2,149
5038,Vicky Cristina Barcelona,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",96.0,Woody Allen,Scarlett Johansson,Rebecca Hall,Javier Bardem,15000000,96408652,English,2008-08-15,Drama,Romance,,,,United States of America,Spain,,,,6.7,1020
30890,Radio Days,"The Narrator (Woody Allen) tells us how the radio influenced his childhood in the days before TV. In the New York City of the late 1930s to the New Year's Eve 1944, this coming-of-age tale mixes the narrator's experiences with contemporary anecdotes and urban legends of the radio stars.",90.0,Woody Allen,Woody Allen,Mia Farrow,Jeff Daniels,16000000,0,English,1987-01-30,Comedy,Drama,,,,United States of America,,,,,7.0,127
9689,Hollywood Ending,"Woody Allen stars as Val Waxman, a two-time Oscar winner turned washed-up, neurotic director in desperate need of a comeback. When it comes, Waxman finds himself backed into a corner: Work for his ex-wife Ellie or forfeit his last shot. Is Val blinded by love when he opts for the reconnect? Is love blind when it comes to Ellie's staunch support? Literally and figuratively, the proof is the picture.",112.0,Woody Allen,Woody Allen,George Hamilton,Téa Leoni,16000000,0,English,2002-05-03,Comedy,Drama,,,,United States of America,,,,,6.4,113
873,The Color Purple,"An epic tale spanning forty years in the life of Celie (Whoopi Goldberg), an African-American woman living in the South who survives incredible abuse and bigotry.  After Celie's abusive father marries her off to the equally debasing ""Mister"" Albert Johnson (Danny Glover), things go from bad to worse, leaving Celie to find companionship anywhere she can.  She perseveres, holding on to her dream of one day being reunited with her sister in Africa.  Based on the novel by Alice Walker.",154.0,Steven Spielberg,Whoopi Goldberg,Margaret Avery,Danny Glover,15000000,146292009,English,1985-12-18,Drama,,,,,United States of America,,,,,7.7,338
4011,Beetlejuice,"Thanks to an untimely demise via drowning, a young couple end up as poltergeists in their New England farmhouse, where they fail to meet the challenge of scaring away the insufferable new owners, who want to make drastic changes. In desperation, the undead newlyweds turn to an expert frightmeister, but he's got a diabolical agenda of his own.",92.0,Tim Burton,Geena Davis,Alec Baldwin,Winona Ryder,15000000,73326666,English,1988-02-29,Fantasy,Comedy,,,,United States of America,,,,,7.1,1444
